product_id,category,product_title,brand,features,price,rating,review_count,image_url,model
B0D2WW8PYH,phone cases,spigen essential sand blast back cover case compatible with samsung galaxy m35 5g (tpu | matte black),visit the spigen store,"[compatibility] spigen genuine case compatible with samsung galaxy m35 5g    [protection] air cushion technology for all corner protection    [design] unique sand texture design for optimal grip    [perfect fit] exact fit, perfect cutouts with minimum bulk. all connections and buttons are easy to reach and easy to use    [licensed product] licensed under smapp(samsung mobile partnership program)",599.0,4.5,393,https://m.media-amazon.com/images/I/41GLRgwBMuL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m35 5g
B0D9D59Y4X,phone cases,"thegiftkart shockproof crystal clear back cover case for samsung galaxy m35 5g | 360 degree protection | protective design | transparent back cover case for samsung m35 5g (pc & tpu, black bumper)",visit the thegiftkart store,compatible with samsung galaxy m35 5gonly    crystal clear non yellowing transparent back    shock proof & protective case    360 degree protection design    sleek and lightweight profile,199.0,4.3,624,https://m.media-amazon.com/images/I/417Ox6AvJTL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m35 5g
B0D9D4XLV5,phone cases,"thegiftkart transparent crystal clear back cover case for samsung galaxy m35 5g | shockproof soft tpu case | cushioned edges for ultimate protection back cover case for samsung m35 (tpu, transparent)",visit the thegiftkart store,"compatible with samsung galaxy m35 5g only    crystal clear non yellowing transparent back    made from imported top-grade silicone material due to which the cover has an ultra rich & premium finish.    provides endured protection for your phone while complementing & enhancing the natural beauty of your phone's design.    the cover features precision cutouts which provide seamless & easy access to all buttons, ports, camera, speakers & microphone.",284.0,4.2,1080,https://m.media-amazon.com/images/I/51LRLPiGchL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m35 5g
B0DC6DSRLR,phone cases,spazy case samsung galaxy m35 5g back cover case | dual layer armor defender full body protective + hybrid ring holder & kickstand back case for samsung galaxy m35 5g - black,visit the spazy case store,"new released special back case,raised edge for both screen and camera protection    light weight design, easy to snap on and remove,made of premium soft tpu inside and hard polycarbonate outside    shock absorbent, shatterproof, and anti-scratch shockproof corners for ultimate drop protection    metal plate allows to use it with magnetic car holder, ring holder provides confidence and can be used as kickstand,spider lines heat radiation can reduce damages of mobile phone parts.",279.0,4.1,383,https://m.media-amazon.com/images/I/41yg2EKc-zL._SY300_SX300_QL70_ML2_.jpg,samsung galaxy m35 5g
B0D982D2MN,phone cases,zapcase back case cover for samsung galaxy m35 5g | compatible for samsung galaxy m35 5g back case cover | case cover with camera protection | (tpu + pc | translucent black),visit the zapcase store,"[compatibility]: only compatible with samsung galaxy m35 5g; full functionality maintained via precise speaker and port cut-outs and easy-press buttons with chrome-plated, independent-technology buttons provide a smooth feel.    [design] professionally designed and certified with raised upper lips to protect your screen and camera from everyday ware and tare / scratches. light weight anti smudge.    [material] the edge technology fusing made of superior quality tpu material, translucent back panel made from imported polycarbonate that does not get yellow and gives a premium touch & feel.    [protection] edge to edge protection for your mobile. complete protection of mobile frame on the sides that absorbs the shock in the event of falls and bumps.    [stay original]: scratch-resistant, crystal-clear acrylic back lets you show off your samsung galaxy m35 5g s true style in stunning clarity that lasts. minimalistic design.",289.0,4.3,122,https://m.media-amazon.com/images/I/41gsxw6G5GL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m35 5g
B0BXT3KMKM,phone cases,zap case back case cover for samsung galaxy m33 5g|compatible for samsung galaxy m33 5g back case cover|matte case|liquid silicon case for samsung galaxy m33 5g with camera protection|lavender,visit the zapcase store,[compatibility] designed for samsung galaxy m33 5g & this cover supports wireless charging.    [precise fit] an excellent fit for your device. all cut-outs and buttons are precisely designed to access all your device's features.    [protection] edge to edge protection for your mobile. complete protection in the event of falls and bumps. suede fabric inside the case protects phone's body from scratches.    [material] the soft silicon tpu is made from imported high-grade tpu material that absorbs shocks and also gives a premium matte touch & feel.    [design] professional designed with raised upper lips to protect your screen and camera from everyday ware and tare / scratches. groove on the back give a superior grip and premium look.,299.0,4.3,257,https://m.media-amazon.com/images/I/41ySF3oW4mL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m33 5g
B0BQC9Z8LH,phone cases,"thegiftkart ultra-hybrid crystal clear back case cover for samsung galaxy m33 5g | shockproof design | camera protection bump | hard clear back | bumper case (pc, tpu | transparent)",visit the thegiftkart store,compatible with samsung galaxy m33 5g only    crystal clear non yellowing hard back    raised lips for camera & screen protection    360 degree protection design    hybrid design & sleek profile,399.0,4.2,105,https://m.media-amazon.com/images/I/51MbUOMeUsL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m33 5g
B09ZJ59XS9,phone cases,vido exclusive soft back case cover for samsung galaxy m33 5g (shock proof |360 degree complete protection),brand: vido,"provide sporty and allegiant look.    360 degree protection | protect your phone from dirt, dust, scratches and reduces damage from bumps.    display and camera protection | the raised camera edge and the reinforced corners protect your phone camera and display against scratches when it rests face down on surfaces.    superior quality | made of high quality tpu & pc material. affordable, durable, stylish and well made.    easy access | precise cutouts enable easy to access all buttons, charging ports and camera.",198.0,4.4,47,https://m.media-amazon.com/images/I/417Q1qIaQ1L._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m33 5g
B0BQC9Z8LH,phone cases,"thegiftkart ultra-hybrid crystal clear back case cover for samsung galaxy m33 5g | shockproof design | camera protection bump | hard clear back | bumper case (pc, tpu | transparent)",visit the thegiftkart store,compatible with samsung galaxy m33 5g only    crystal clear non yellowing hard back    raised lips for camera & screen protection    360 degree protection design    hybrid design & sleek profile,399.0,4.2,105,https://m.media-amazon.com/images/I/51MbUOMeUsL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m33 5g
B0DLKVP5FX,phone cases,zapcase back case cover for samsung galaxy a16 5g | compatible for samsung galaxy a16 5g back case cover | compatible with magsafe | scratch-resistant back case cover | clear,visit the zapcase store,"[compatibility]: only compatible with samsung galaxy a16 5g; full functionality maintained via precise speaker and port cutouts and easy-press buttons.    [stronger magnetic lock]: powerful built-in magnets with 1,500 g of holding force enable faster, easier place-and-go wireless charging and a secure lock on any halolock accessory.    [military-grade drop protection]: rigorously tested to ensure total protection on all sides, with specially designed air-guard corners that absorb shock so your phone doesn t have to.    [screen and camera protection]: raised screen edges and camera guard lens frame provide enhanced scratch protection where it really counts.    [stay original]: scratch-resistant, crystal-clear acrylic back lets you show off your samsung galaxy a16 5g s true style in stunning clarity that lasts.",279.0,4.0,22,https://m.media-amazon.com/images/I/41NnmT0ktiL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy a16 5g
B0BXT3KMKM,phone cases,zap case back case cover for samsung galaxy m33 5g|compatible for samsung galaxy m33 5g back case cover|matte case|liquid silicon case for samsung galaxy m33 5g with camera protection|lavender,visit the zapcase store,[compatibility] designed for samsung galaxy m33 5g & this cover supports wireless charging.    [precise fit] an excellent fit for your device. all cut-outs and buttons are precisely designed to access all your device's features.    [protection] edge to edge protection for your mobile. complete protection in the event of falls and bumps. suede fabric inside the case protects phone's body from scratches.    [material] the soft silicon tpu is made from imported high-grade tpu material that absorbs shocks and also gives a premium matte touch & feel.    [design] professional designed with raised upper lips to protect your screen and camera from everyday ware and tare / scratches. groove on the back give a superior grip and premium look.,299.0,4.3,257,https://m.media-amazon.com/images/I/41ySF3oW4mL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m33 5g
B0D4HL7ZH5,phone cases,zapcase back case cover for samsung galaxy f55 5g | compatible for samsung galaxy f55 5g back case cover | liquid silicon case for samsung galaxy f55 5g with camera protection | red,visit the zapcase store,[compatibility] designed for samsung galaxy f55 5g & this cover supports wireless charging.    [precise fit] an excellent fit for your device. all cut-outs and buttons are precisely designed to access all your device's features.    [protection] edge to edge protection for your mobile. complete protection in the event of falls and bumps. suede fabric inside the case protects phone's body from scratches.    [material] the soft silicon tpu is made from imported high-grade tpu material that absorbs shocks and also gives a premium matte touch & feel.    [design] professional designed with raised upper lips to protect your screen and camera from everyday ware and tare / scratches. groove on the back give a superior grip and premium look.,299.0,4.3,41,https://m.media-amazon.com/images/I/41y84Zpo7TL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy f55 5g
B0D4HKP6WP,phone cases,zap case back case cover for samsung galaxy f55 5g liquid silicon case with camera protection |lavender,visit the zapcase store,[compatibility] designed for samsung galaxy f55 5g & this cover supports wireless charging.    [precise fit] an excellent fit for your device. all cut-outs and buttons are precisely designed to access all your device's features.    [protection] edge to edge protection for your mobile. complete protection in the event of falls and bumps. suede fabric inside the case protects phone's body from scratches.    [material] the soft silicon tpu is made from imported high-grade tpu material that absorbs shocks and also gives a premium matte touch & feel.    [design] professional designed with raised upper lips to protect your screen and camera from everyday ware and tare / scratches. groove on the back give a superior grip and premium look.,299.0,4.3,41,https://m.media-amazon.com/images/I/4152DqjDA4L._SX300_SY300_QL70_ML2_.jpg,samsung galaxy f55 5g
B0CH8CRTHQ,phone cases,spigen essential sand blast back cover case compatible with samsung galaxy m34 5g / f34 5g (tpu | matte black),visit the spigen store,[compatibility] spigen genuine case compatible with samsung galaxy m34 5g / f34 5g    [protection] air cushion technology for all corner protection    [made in india] made of high-quality tpu. made in india    [design] unique sand texture design for optimal grip    [licensed product] licensed under smapp(samsung mobile partnership program),655.0,4.5,326,https://m.media-amazon.com/images/I/51WUrt4ySML._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m34 5g
B0CBSNBZYT,phone cases,thegiftkart shockproof back cover case for samsung galaxy m34 5g/f34 5g|raised bumps for camera&screen protection|ultra clear soft silicone back cover case for samsung m34 5g/f34 5g(transparent),visit the thegiftkart store,compatible with samsung galaxy m34 5g / f34 5g only    ultra clear hi-grade soft silicone case cover    360 degree shockproof protection design    raised bumps for camera & screen protection    flaunt the original look of your phone with this ultra clear case,269.0,4.2,1080,https://m.media-amazon.com/images/I/51uXtIwaO9L._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m34 5g
B0CBSNBZYT,phone cases,thegiftkart shockproof back cover case for samsung galaxy m34 5g/f34 5g|raised bumps for camera&screen protection|ultra clear soft silicone back cover case for samsung m34 5g/f34 5g(transparent),visit the thegiftkart store,ultra clear hi-grade soft silicone case cover    360 degree shockproof protection design    flaunt the original look of your phone with this ultra clear case,269.0,4.2,1080,https://m.media-amazon.com/images/I/51uXtIwaO9L._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m34 5g
B0CFXQ9Y96,phone cases,zapcase back case cover for samsung galaxy m34 5g | compatible for samsung galaxy m34 5g back cover | liquid silicon case for samsung galaxy m34 5g with camera protection |lavender,visit the zapcase store,[compatibility] designed for samsung galaxy m34 5g & this cover supports wireless charging.    [precise fit] an excellent fit for your device. all cut-outs and buttons are precisely designed to access all your device's features.    [protection] edge to edge protection for your mobile. complete protection in the event of falls and bumps. suede fabric inside the case protects phone's body from scratches.    [material] the soft silicon tpu is made from imported high-grade tpu material that absorbs shocks and also gives a premium matte touch & feel.    [design] professional designed with raised upper lips to protect your screen and camera from everyday ware and tare / scratches. groove on the back give a superior grip and premium look.,299.0,4.3,441,https://m.media-amazon.com/images/I/41NVU1b4UdL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m34 5g
B0CC527FR4,phone cases,"thegiftkart tpu+pc tough armor bumper back case cover for samsung galaxy m34 5g/f34 5g|ring holder&kickstand in-built|360 degree protection back case cover for samsung m34 5g/f34 5g ,black",visit the thegiftkart store,compatibility: mobile back case cover for samsung galaxy m34 5g / f34 5g only.    360 degree protection: this sturdy armor case has a rugged construction which provides the phone all-round protection. raised lips on front & back provide proper camera & screen protection.    ring holder: innovative ring holder design is highly adjustable which allows you to hold phone with extreme ease & comfort.    in-built stand: the inbuilt stand provides you a handsfree experience while watching any movie or video content.    metal plate inside: a high-density metal plate is installed in this case which makes it compatible with that magnetic car holder in your car.,298.0,4.5,613,https://m.media-amazon.com/images/I/51n-v4DWbfL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m34 5g
B0CSPJTCNS,phone cases,zapcase back case cover for samsung galaxy m34 5g | compatible for samsung galaxy m34 5g back case cover | case cover with camera protection | (tpu + pc | translucent black),visit the zapcase store,"[compatibility]: only compatible with samsung galaxy m34 5g; full functionality maintained via precise speaker and port cut-outs and easy-press buttons with chrome-plated, independent-technology buttons provide a smooth feel.    [design] professionally designed and certified with raised upper lips to protect your screen and camera from everyday ware and tare / scratches. light weight anti smudge.    [material] the edge technology fusing made of superior quality tpu material, translucent back panel made from imported polycarbonate that does not get yellow and gives a premium touch & feel.    [protection] edge to edge protection for your mobile. complete protection of mobile frame on the sides that absorbs the shock in the event of falls and bumps.    [stay original]: scratch-resistant, crystal-clear acrylic back lets you show off your samsung galaxy m34 5g s true style in stunning clarity that lasts. minimalistic design.",289.0,4.3,441,https://m.media-amazon.com/images/I/41p8AagjoGL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m34 5g
B0DGY3819H,phone cases,winble back cover case for samsung galaxy m34 5g / f34 5g | camera protuction bumper | soft flexible ultra slim matte finish silicon | protective back cover for samsung galaxy m34 5g / f34 5g black,visit the winble store,"compatible for samsung galaxy m34 5g / samsung galaxy f34 5g.    complete access: the case features precision cut outs & buttons which provide seamless & easy access to all buttons, ports, camera, speakers & microphone.    sleek protection: this slim, light & sturdy silicone cover has an ultra-thin dual-layer construction which protects the phone from all 4 sides from scratches, smudges, stains & bumps while ensuring that your phone stays as good as new, for a long time    matte finish: matte finish smooth feeling in hands. made from high quality polycarbonate and rubber material easy to install and remove from your mobile with hands.    slim design: this slim fit cover is designed with advanced dual-layer technology to provide necessary protection while keeping itself slim and light",251.0,4.3,4,https://m.media-amazon.com/images/I/41Z79UEt3RL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m34 5g
B0CBSNBZYT,phone cases,thegiftkart shockproof back cover case for samsung galaxy m34 5g/f34 5g|raised bumps for camera&screen protection|ultra clear soft silicone back cover case for samsung m34 5g/f34 5g(transparent),visit the thegiftkart store,compatible with samsung galaxy m34 5g / f34 5g only    ultra clear hi-grade soft silicone case cover    360 degree shockproof protection design    raised bumps for camera & screen protection    flaunt the original look of your phone with this ultra clear case,269.0,4.2,1080,https://m.media-amazon.com/images/I/51uXtIwaO9L._SX300_SY300_QL70_ML2_.jpg,samsung galaxy m34 5g
B0DHKQHX7S,phone cases,a rtistque armor bumper back case cover for samsung galaxy a16 5g | stylish ring holder & inbuilt stand | shockproof tpu protective design | 360 degree | samsung a16 back cover - black,visit the a rtistque store,"note : this mobile cover is only for samsung galaxy a16 5g. please read all specifications and details carefully before purchasing this mobile cover.    hands free use: by flipping the ring out, you can prop your phone up on a flat surface, allowing for hands-free use, such as watching videos or video calls.    improved grip: it provides a more secure grip on your phone, reducing the chances of accidentally dropping it, especially with larger smartphones.    impact resistance : these cases are designed to provide enhanced durability and impact resistance to your phone    magnetic mount compatibility: cases with built-in metal plates are compatible with magnetic car mounts for easy hands-free navigation while driving.",295.0,4.2,20,https://m.media-amazon.com/images/I/41eb332xRgL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy a16 5g
B0DLKVP5FX,phone cases,zapcase back case cover for samsung galaxy a16 5g | compatible for samsung galaxy a16 5g back case cover | compatible with magsafe | scratch-resistant back case cover | clear,visit the zapcase store,"[compatibility]: only compatible with samsung galaxy a16 5g; full functionality maintained via precise speaker and port cutouts and easy-press buttons.    [stronger magnetic lock]: powerful built-in magnets with 1,500 g of holding force enable faster, easier place-and-go wireless charging and a secure lock on any halolock accessory.    [military-grade drop protection]: rigorously tested to ensure total protection on all sides, with specially designed air-guard corners that absorb shock so your phone doesn t have to.    [screen and camera protection]: raised screen edges and camera guard lens frame provide enhanced scratch protection where it really counts.    [stay original]: scratch-resistant, crystal-clear acrylic back lets you show off your samsung galaxy a16 5g s true style in stunning clarity that lasts.",279.0,4.0,22,https://m.media-amazon.com/images/I/41NnmT0ktiL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy a16 5g
B0DTLF94CD,phone cases,"thegiftkart tough armor bumper back cover case for samsung galaxy a16 5g | sliding camera cover, kickstand & ring holder | 360 protection back cover case for samsung galaxy a16 5g (pc & tpu, black)",visit the thegiftkart store,compatibility: mobile back case cover for samsung galaxy a16 5g only.    360 degree protection: this sturdy armor case has a rugged construction which provides the phone all-round protection. raised lip on front & sliding camera cover on back provide proper camera & screen protection.    ring holder: innovative ring holder design is highly adjustable which allows you to hold phone with extreme ease & comfort.    in-built stand: the inbuilt stand provides you a handsfree experience while watching any movie or video content.    metal plate inside: a high-density metal plate is installed in this case which makes it compatible with that magnetic car holder in your car.,499.0,5.0,2,https://m.media-amazon.com/images/I/41MEX6sllXL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy a16 5g
B0DL9VV6LM,phone cases,amazon basics back case cover for samsung galaxy a16 5g | compatible for samsung galaxy a16 5g back cover | liquid silicon case with camera protection | dark green,visit the amazon basics store,[compatibility] designed for samsung galaxy a16 5g & this case supports wireless charging.    [precise fit] an excellent fit for your device. all cut-outs and buttons are precisely designed to access all your device's features.    [protection] edge to edge protection for your mobile. complete protection in the event of falls and bumps. suede fabric inside the case protects phone's body from scratches.    [material] the soft silicon tpu is made from imported high-grade tpu material that absorbs shocks and also gives a premium matte touch & feel.    [design] professional designed with raised upper lips to protect your screen and camera from everyday ware and tare / scratches. groove on the back give a superior grip and premium look.,949.0,5.0,5,https://m.media-amazon.com/images/I/41Y84s-fzqL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy a16 5g
B0DLKVP5FX,phone cases,zapcase back case cover for samsung galaxy a16 5g | compatible for samsung galaxy a16 5g back case cover | compatible with magsafe | scratch-resistant back case cover | clear,visit the zapcase store,"[compatibility]: only compatible with samsung galaxy a16 5g; full functionality maintained via precise speaker and port cutouts and easy-press buttons.    [stronger magnetic lock]: powerful built-in magnets with 1,500 g of holding force enable faster, easier place-and-go wireless charging and a secure lock on any halolock accessory.    [military-grade drop protection]: rigorously tested to ensure total protection on all sides, with specially designed air-guard corners that absorb shock so your phone doesn t have to.    [screen and camera protection]: raised screen edges and camera guard lens frame provide enhanced scratch protection where it really counts.    [stay original]: scratch-resistant, crystal-clear acrylic back lets you show off your samsung galaxy a16 5g s true style in stunning clarity that lasts.",279.0,4.0,22,https://m.media-amazon.com/images/I/41NnmT0ktiL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy a16 5g
B0BL16HCKV,phone cases,liramark silicone soft back cover case for samsung galaxy a23 4g and samsung galaxy a23 5g (silicone pink),visit the liramark store,"[compatibility] specially designed for samsung galaxy a23 4g and samsung galaxy a23 5g, provide multiple color choices. support wireless charging.    [full body protection] 1.2mm raised case edges of the camera and the screen can effectively provide the maximum protection from bumps and hard hits, giving you 360 full body protection.    [exquisite tactile button] access to all ports, controls & sensors. buttons sense sensitively.    [excellent grip and non-slip] unique premium liquid silicone material offering sleek yet non-slip grip; back cover case can be easily cleaned with damp cloth or tissue paper.    [durable liquid silicone case] liquid silicone rubber,surface layer smooth .upgraded thickness:2.0mm.(normal just 1.5 mm).anti-fingerprint, scratch-resistant performance, drop protection.",159.0,4.0,231,https://m.media-amazon.com/images/I/512PxdSmQRL._SX300_SY300_QL70_ML2_.jpg,samsung galaxy a23 5g
